N_unmapped	64958	64958	64958
N_multimapping	2138685	2138685	2138685
N_noFeature	2269870	16516805	16737455
N_ambiguous	2455916	730629	649055
DDX11L1	0	0	0
WASH7P	0	0	0
MIR6859-1	0	0	0
MIR1302-2HG	0	0	0
MIR1302-2	0	0	0
FAM138A	0	0	0
OR4G4P	0	0	0
OR4G11P	0	0	0
OR4F5	0	0	0
AL627309.1	0	0	0
AL627309.3	0	0	0
CICP27	0	0	0
AL627309.6	1	1	0
AL627309.7	1	1	0
AL627309.2	0	0	0
AL627309.5	1	1	0
RNU6-1100P	0	0	0
AL627309.4	0	0	0
FO538757.2	0	0	0
FO538757.1	1	0	1
MIR6859-2	0	0	0
AP006222.1	9	5	4
RPL23AP24	0	0	0
AL732372.1	0	0	0
AL732372.2	1	1	0
WBP1LP7	0	0	0
OR4F29	0	0	0
CICP7	0	0	0
AL732372.3	0	0	0
RF00026	1	0	1
AL669831.3	0	4	6
AC114498.1	0	0	0
MTND1P23	0	0	0
MTND2P28	84	77	7
MTCO1P12	25	9	18
MIR6723	0	1	0
MTCO2P12	6	1	8
MTATP8P1	0	0	0
MTATP6P1	1768	970	798
MTCO3P12	3	2	1
WBP1LP6	0	0	0
OR4F16	0	0	0
CICP3	0	0	0
AL669831.1	6	6	0
RNU6-1199P	0	0	0
AL669831.2	0	0	0
AL669831.5	32	18	14
AL669831.7	0	0	0
AL669831.4	11	8	5
FAM87B	7	2	8
LINC01128	143	81	79
LINC00115	59	44	28
FAM41C	0	0	0
TUBB8P11	0	0	0
AL669831.6	0	0	0
AL645608.6	0	0	0
AL645608.2	0	0	0
AL645608.4	0	0	0
LINC02593	0	0	0
SAMD11	0	192	112
NOC2L	2670	1426	1548
KLHL17	273	120	153
PLEKHN1	39	20	23
PERM1	1	4	1
AL645608.7	0	0	0
HES4	31	20	11
ISG15	9113	4919	4194
AL645608.3	0	0	0
AL645608.1	1	0	1
AGRN	5	2	3
AL645608.5	0	0	0
AL390719.1	630	350	363
AL645608.8	6	46	43
RNF223	0	0	0
C1orf159	159	81	78
AL390719.3	0	0	0
LINC01342	0	0	0
MIR200B	0	0	0
MIR200A	0	0	0
MIR429	0	0	0
AL390719.2	0	0	0
TTLL10-AS1	0	0	0
TTLL10	4	0	4
TNFRSF18	42661	21230	21431
TNFRSF4	39083	16337	22746
SDF4	5527	2729	2798
B3GALT6	122	56	66
C1QTNF12	48	23	25
AL162741.1	11	6	5
UBE2J2	1909	959	950
LINC01786	0	0	0
SCNN1D	0	0	0
ACAP3	129	90	72
MIR6726	0	0	0
PUSL1	166	206	131
INTS11	2697	1338	1497
MIR6727	0	0	0
AL139287.1	0	0	0
CPTP	42	20	22
TAS1R3	24	20	6
DVL1	41	15	28
MIR6808	0	0	0
MXRA8	0	0	0
AURKAIP1	5223	2549	2674
NDUFB4P8	0	0	0
CCNL2	10934	5597	5337
AL391244.1	466	695	380
MRPL20	2835	1742	1702
RN7SL657P	0	0	0
AL391244.3	0	0	0
ANKRD65	11	6	5
AL391244.2	0	0	0
TMEM88B	0	0	0
LINC01770	0	0	0
VWA1	0	0	0
ATAD3C	19	6	13
ATAD3B	301	137	164
AL645728.2	0	0	0
ATAD3A	409	184	225
TMEM240	0	0	0
SSU72	6779	3352	3427
AL645728.1	110	51	59
AL691432.3	0	0	0
FNDC10	0	0	0
AL691432.2	148	78	78
MIB2	206	94	120
MMP23B	0	0	0
CDK11B	234	137	97
FO704657.1	0	7	5
SLC35E2B	149	95	66
AL691432.1	13	4	9
MMP23A	0	0	0
CDK11A	98	71	27
AL031282.2	27	30	18
AL031282.1	1	9	16
SLC35E2A	140	69	74
NADK	982	502	480
GNB1	6184	3028	3156
AL109917.1	3	2	1
CALML6	0	0	0
TMEM52	5	1	4
CFAP74	0	0	0
AL391845.2	0	0	0
GABRD	0	0	0
AL391845.1	0	0	0
PRKCZ	859	694	709
AL590822.2	2	56	44
PRKCZ-AS1	5	1	5
FAAP20	771	609	605
AL590822.1	0	0	0
SKI	23	11	12
MORN1	13	8	5
AL589739.1	0	0	0
AL513477.1	2	0	2
AL513477.2	0	0	0
RER1	5349	2836	2865
PEX10	295	330	317
PLCH2	16	5	11
AL139246.1	0	0	0
AL139246.4	0	0	0
PANK4	2440	1229	1211
HES5	0	0	0
AL139246.5	6	4	2
TNFRSF14-AS1	217	250	353
TNFRSF14	2737	1485	1638
AL139246.2	0	0	0
AL139246.3	180	85	95
PRXL2B	636	400	417
MMEL1	22	87	116
AL831784.1	0	0	0
TTC34	0	0	0
AC242022.2	0	0	0
AC242022.1	0	0	0
AL592464.2	0	0	0
AL592464.1	0	0	0
AL589702.1	0	0	0
ACTRT2	0	0	0
LINC00982	0	0	0
PRDM16	0	0	0
MIR4251	0	0	0
AL008733.1	0	0	0
AL512383.1	0	0	0
AL590438.1	0	0	0
ARHGEF16	0	0	0
AL512413.1	0	0	0
MEGF6	47	20	27
MIR551A	0	0	0
AL513320.1	6	1	5
TPRG1L	236	114	122
WRAP73	1386	692	694
TP73	70	52	30
AL136528.1	5	3	2
AL136528.2	0	0	0
TP73-AS1	68	39	51
RF02197	0	0	0
CCDC27	0	7	3
SMIM1	8	7	1
LRRC47	872	410	524
RN7SL574P	1	0	1
AL365330.1	0	24	38
CEP104	1890	994	896
DFFB	152	75	77
C1orf174	591	308	283
LINC01134	2	1	1
LINC01346	1	0	1
LINC01345	0	0	0
AL805961.1	0	0	0
AL805961.2	0	0	0
EEF1DP6	1	0	1
LINC01777	0	0	0
AL355602.1	0	0	0
Z98747.1	0	0	0
LINC01646	2	0	2
AJAP1	0	0	0
BX005132.2	0	0	0
BX005132.1	0	0	0
AL691497.1	0	0	0
AL139823.1	0	0	0
Z98259.3	0	0	0
Z98259.2	0	0	0
Z98259.1	0	0	0
Z97988.1	0	0	0
AL365255.1	0	0	0
MIR4417	0	0	0
MIR4689	0	0	0
NPHP4	129	59	70
KCNAB2	474	251	223
CHD5	0	0	0
AL031847.2	0	0	0
RPL22	481	226	271
AL031847.1	3	3	1
RNF207	268	141	155
ICMT	1170	606	633
LINC00337	3	39	26
HES3	0	0	0
GPR153	0	0	0
ACOT7	1209	600	615
AL031848.2	0	1	5
HES2	1	1	0
ESPN	2	758	223
MIR4252	0	0	0
AL031848.1	0	0	0
TNFRSF25	7341	3943	4377
PLEKHG5	2	1	1
NOL9	201	109	92
RNU6-731P	0	0	0
AL591866.1	2	2	0
TAS1R1	0	0	0
ZBTB48	380	185	195
KLHL21	99	49	50
PHF13	86	47	39
THAP3	458	436	452
DNAJC11	685	588	527
LINC01672	0	0	0
AL591163.1	0	0	0
CAMTA1-DT	2	0	2
CAMTA1	1376	699	677
AL590128.1	0	0	0
AL512330.1	0	0	0
RNU1-8P	0	0	0
CAMTA1-IT1	0	0	0
Z97987.1	0	0	0
AL365194.1	3	0	3
AL359881.3	0	0	0
AL359881.2	0	0	0
AL359881.1	0	0	0
VAMP3	558	269	289
Z98884.2	0	0	0
PER3	222	343	270
Z98884.1	1	6	8
UTS2	2682	1438	1622
TNFRSF9	57239	28937	28302
AL009183.1	1	1	0
PARK7	33920	17156	16764
RF00019	351	205	233
AL034417.4	50	26	28
AL034417.3	0	0	0
ERRFI1	1033	501	536
AL034417.2	20	12	8
AL034417.1	0	0	0
AL358876.1	0	0	0
LINC01714	0	0	0
RNU1-7P	0	0	0
AL358876.2	0	0	0
RNU6-991P	0	0	0
SLC45A1	29	17	12
RERE	277	155	122
AL096855.1	6	5	1
RF00599	0	0	0
AL096855.2	1	0	1
RPL7P11	1	1	0
RPL7P7	0	0	0
AL357552.1	0	0	0
AL357552.2	1	0	1
RPL23AP19	0	0	0
ENO1	79157	39854	39307
MIR6728	0	0	0
ENO1-AS1	24	9	19
RNU6-304P	0	0	0
HMGN2P17	8	0	8
AL139415.1	0	0	0
AL139415.2	1	0	1
CA6	6	3	3
RN7SL451P	0	0	0
SLC2A7	0	0	0
SLC2A5	0	0	0
RF00424	0	0	0
GPR157	5	4	1
MIR34AHG	15	8	15
MIR34A	0	0	0
LNCTAM34A	2	7	3
H6PD	123	73	50
SPSB1	398	186	212
BX323043.1	0	0	0
AL928921.2	2	2	0
RNA5SP40	0	0	0
AL928921.1	0	0	0
SLC25A33	206	99	107
AL954705.1	4	2	2
TMEM201	13	7	6
PIK3CD	813	406	415
PIK3CD-AS1	5	0	5
AL691449.1	0	0	0
PIK3CD-AS2	38	23	15
CLSTN1	211	120	99
MZT1P1	0	0	0
AL357140.3	0	0	0
CTNNBIP1	181	104	108
AL357140.1	0	20	11
AL357140.5	0	0	0
LZIC	664	335	329
AL357140.2	10	3	7
NMNAT1	153	88	65
RN7SKP269	0	0	0
AL357140.4	0	0	0
MIR5697	0	0	0
AL603962.1	0	0	0
RBP7	0	0	0
UBE4B	261	127	134
AL590639.1	0	0	0
PGAM1P11	0	0	0
RNU6-828P	0	0	0
