N_unmapped	55801	55801	55801
N_multimapping	1953332	1953332	1953332
N_noFeature	1181385	13483390	13718194
N_ambiguous	2355303	654858	571615
DDX11L1	0	0	0
WASH7P	0	0	0
MIR6859-1	0	0	0
MIR1302-2HG	0	0	0
MIR1302-2	0	0	0
FAM138A	0	0	0
OR4G4P	0	0	0
OR4G11P	0	0	0
OR4F5	0	0	0
AL627309.1	0	0	0
AL627309.3	0	0	0
CICP27	0	0	0
AL627309.6	4	0	4
AL627309.7	0	0	0
AL627309.2	0	0	0
AL627309.5	3	0	3
RNU6-1100P	0	0	0
AL627309.4	0	0	0
FO538757.2	0	0	0
FO538757.1	10	4	6
MIR6859-2	0	0	0
AP006222.1	1	0	1
RPL23AP24	0	0	0
AL732372.1	0	0	0
AL732372.2	0	0	0
WBP1LP7	0	0	0
OR4F29	0	0	0
CICP7	0	0	0
AL732372.3	0	0	0
RF00026	0	0	0
AL669831.3	4	0	13
AC114498.1	0	0	0
MTND1P23	2	1	1
MTND2P28	156	119	37
MTCO1P12	28	20	10
MIR6723	0	0	1
MTCO2P12	1	2	0
MTATP8P1	0	0	0
MTATP6P1	1226	717	509
MTCO3P12	4	4	0
WBP1LP6	0	0	0
OR4F16	0	0	0
CICP3	0	0	0
AL669831.1	4	2	2
RNU6-1199P	4	3	1
AL669831.2	0	0	0
AL669831.5	18	11	7
AL669831.7	0	0	0
AL669831.4	9	5	10
FAM87B	12	6	15
LINC01128	160	89	81
LINC00115	34	24	16
FAM41C	0	0	0
TUBB8P11	0	0	0
AL669831.6	0	0	0
AL645608.6	0	0	0
AL645608.2	0	0	0
AL645608.4	0	0	0
LINC02593	0	0	0
SAMD11	1	144	100
NOC2L	1977	1101	1119
KLHL17	246	124	122
PLEKHN1	369	184	201
PERM1	13	17	12
AL645608.7	0	0	0
HES4	48	32	16
ISG15	4227	2346	1881
AL645608.3	0	0	0
AL645608.1	0	0	0
AGRN	13	4	9
AL645608.5	0	0	0
AL390719.1	339	184	169
AL645608.8	6	7	13
RNF223	0	0	0
C1orf159	566	266	300
AL390719.3	0	0	0
LINC01342	0	0	0
MIR200B	0	0	0
MIR200A	0	0	0
MIR429	0	0	0
AL390719.2	0	0	0
TTLL10-AS1	0	0	0
TTLL10	3	0	3
TNFRSF18	35198	17523	17676
TNFRSF4	27846	11479	16367
SDF4	9088	4432	4656
B3GALT6	1351	643	708
C1QTNF12	9	2	7
AL162741.1	0	0	0
UBE2J2	1968	1001	967
LINC01786	1	1	0
SCNN1D	13	3	10
ACAP3	297	213	211
MIR6726	0	0	0
PUSL1	432	370	314
INTS11	2730	1310	1545
MIR6727	0	0	0
AL139287.1	6	4	2
CPTP	784	419	365
TAS1R3	7	2	5
DVL1	94	54	40
MIR6808	0	0	0
MXRA8	21	12	9
AURKAIP1	5271	2632	2639
NDUFB4P8	0	0	0
CCNL2	3161	1577	1584
AL391244.1	1083	964	659
MRPL20	3161	1923	1778
RN7SL657P	0	0	0
AL391244.3	0	0	0
ANKRD65	9	4	6
AL391244.2	0	0	1
TMEM88B	0	0	0
LINC01770	0	0	0
VWA1	0	0	1
ATAD3C	49	23	26
ATAD3B	808	397	411
AL645728.2	0	0	0
ATAD3A	541	239	302
TMEM240	0	0	0
SSU72	5837	3022	2815
AL645728.1	47	15	32
AL691432.3	0	0	0
FNDC10	65	32	33
AL691432.2	119	65	66
MIB2	573	296	289
MMP23B	0	0	0
CDK11B	640	342	298
FO704657.1	0	4	6
SLC35E2B	368	192	186
AL691432.1	14	4	10
MMP23A	0	0	0
CDK11A	83	66	17
AL031282.2	35	28	12
AL031282.1	1	12	7
SLC35E2A	71	52	32
NADK	1156	598	558
GNB1	4723	2284	2439
AL109917.1	16	4	12
CALML6	0	0	0
TMEM52	6	0	6
CFAP74	0	0	0
AL391845.2	0	0	0
GABRD	7	4	3
AL391845.1	0	0	0
PRKCZ	910	724	730
AL590822.2	0	53	54
PRKCZ-AS1	2	3	0
FAAP20	1426	987	875
AL590822.1	0	0	0
SKI	38	21	17
MORN1	74	34	40
AL589739.1	0	0	0
AL513477.1	1	1	0
AL513477.2	0	0	0
RER1	5887	3155	3173
PEX10	496	513	424
PLCH2	105	45	60
AL139246.1	0	0	0
AL139246.4	0	0	0
PANK4	1134	595	539
HES5	2	0	2
AL139246.5	136	67	69
TNFRSF14-AS1	221	236	478
TNFRSF14	4426	2356	2563
AL139246.2	0	0	0
AL139246.3	180	77	103
PRXL2B	982	674	593
MMEL1	65	139	211
AL831784.1	0	0	0
TTC34	4	0	4
AC242022.2	0	0	0
AC242022.1	0	0	0
AL592464.2	0	0	0
AL592464.1	0	0	0
AL589702.1	0	0	0
ACTRT2	0	0	0
LINC00982	0	0	0
PRDM16	0	0	0
MIR4251	0	0	0
AL008733.1	0	0	0
AL512383.1	0	0	0
AL590438.1	0	0	0
ARHGEF16	5	2	3
AL512413.1	0	0	0
MEGF6	125	66	59
MIR551A	0	0	0
AL513320.1	0	0	0
TPRG1L	984	492	492
WRAP73	1885	953	932
TP73	84	51	45
AL136528.1	0	0	0
AL136528.2	0	0	0
TP73-AS1	378	217	217
RF02197	0	6	1
CCDC27	2	8	31
SMIM1	6	5	1
LRRC47	1771	912	1010
RN7SL574P	0	0	0
AL365330.1	0	74	77
CEP104	1061	526	535
DFFB	240	121	119
C1orf174	940	473	467
LINC01134	0	0	0
LINC01346	2	0	2
LINC01345	0	0	0
AL805961.1	0	0	0
AL805961.2	0	0	0
EEF1DP6	0	0	0
LINC01777	0	0	0
AL355602.1	0	0	0
Z98747.1	0	0	0
LINC01646	0	0	0
AJAP1	0	0	0
BX005132.2	0	0	0
BX005132.1	0	0	0
AL691497.1	1	0	1
AL139823.1	0	0	0
Z98259.3	0	0	0
Z98259.2	0	0	0
Z98259.1	0	0	0
Z97988.1	0	0	0
AL365255.1	1	1	0
MIR4417	0	0	0
MIR4689	0	0	0
NPHP4	151	64	87
KCNAB2	892	469	423
CHD5	0	0	0
AL031847.2	0	0	0
RPL22	436	198	261
AL031847.1	12	2	10
RNF207	552	295	285
ICMT	1476	773	813
LINC00337	5	66	45
HES3	0	0	0
GPR153	9	6	3
ACOT7	1666	833	844
AL031848.2	0	8	3
HES2	0	0	0
ESPN	11	931	273
MIR4252	0	0	0
AL031848.1	0	0	0
TNFRSF25	8960	4900	5253
PLEKHG5	11	8	3
NOL9	379	205	174
RNU6-731P	0	0	0
AL591866.1	0	0	0
TAS1R1	0	0	0
ZBTB48	820	415	405
KLHL21	470	208	262
PHF13	111	53	58
THAP3	505	436	422
DNAJC11	685	541	497
LINC01672	0	0	0
AL591163.1	0	0	0
CAMTA1-DT	9	5	4
CAMTA1	1194	565	629
AL590128.1	0	0	0
AL512330.1	0	0	0
RNU1-8P	0	0	0
CAMTA1-IT1	1	0	1
Z97987.1	0	0	0
AL365194.1	0	0	0
AL359881.3	0	0	0
AL359881.2	0	0	0
AL359881.1	0	0	0
VAMP3	1171	549	622
Z98884.2	0	0	0
PER3	351	300	231
Z98884.1	10	10	7
UTS2	365	259	279
TNFRSF9	22463	11426	11037
AL009183.1	0	0	0
PARK7	19395	9879	9516
RF00019	146	61	101
AL034417.4	8	2	6
AL034417.3	0	0	0
ERRFI1	114	59	55
AL034417.2	22	12	10
AL034417.1	0	0	0
AL358876.1	0	0	0
LINC01714	0	0	0
RNU1-7P	0	0	0
AL358876.2	0	0	0
RNU6-991P	0	0	0
SLC45A1	101	54	47
RERE	167	96	71
AL096855.1	19	9	10
RF00599	0	0	0
AL096855.2	2	1	1
RPL7P11	1	0	1
RPL7P7	0	0	0
AL357552.1	0	0	0
AL357552.2	0	0	0
RPL23AP19	0	0	0
ENO1	54684	27574	27113
MIR6728	0	0	0
ENO1-AS1	19	12	10
RNU6-304P	0	0	0
HMGN2P17	3	0	3
AL139415.1	0	0	0
AL139415.2	1	0	1
CA6	0	0	0
RN7SL451P	0	0	0
SLC2A7	1	0	1
SLC2A5	1	0	1
RF00424	0	0	0
GPR157	17	10	7
MIR34AHG	2	3	1
MIR34A	0	0	0
LNCTAM34A	5	3	4
H6PD	328	165	163
SPSB1	387	183	204
BX323043.1	0	0	0
AL928921.2	0	0	0
RNA5SP40	0	0	0
AL928921.1	0	0	0
SLC25A33	348	179	169
AL954705.1	0	0	0
TMEM201	32	15	17
PIK3CD	1223	650	589
PIK3CD-AS1	10	6	4
AL691449.1	0	0	0
PIK3CD-AS2	8	6	2
CLSTN1	790	406	400
MZT1P1	0	0	0
AL357140.3	1	1	0
CTNNBIP1	281	165	173
AL357140.1	0	30	27
AL357140.5	3	2	1
LZIC	840	412	429
AL357140.2	13	7	6
NMNAT1	241	131	110
RN7SKP269	0	0	0
AL357140.4	0	0	0
MIR5697	0	0	0
AL603962.1	0	0	0
RBP7	0	0	0
UBE4B	422	219	204
AL590639.1	1	0	1
PGAM1P11	0	0	0
RNU6-828P	0	0	0
KIF1B	328	158	170
MIR1273D	0	0	0
RNU6-37P	0	0	0
RN7SL731P	0	0	0
AL139424.3	0	0	0
AL139424.2	0	0	0
PGD	1749	889	860
AL139424.1	0	12	45
CENPS-CORT	0	12	1
CENPS	47	13	34
CORT	9	6	3
DFFA	953	568	547
AL354956.1	0	2	1
PEX14	130	113	176
RN7SL614P	0	0	0
CASZ1	27	16	22
AL139423.1	4	8	7
HSPE1P24	0	0	0
C1orf127	0	0	0
CFL1P6	1	0	1
TARDBP	1145	534	611
AL109811.4	0	0	0
MASP2	0	2	2
AL109811.3	4	3	1
SRM	4160	2088	2072
EXOSC10	2554	1592	1477
AL109811.1	1	188	209
AL109811.2	0	15	104
MTOR	248	125	126
MTOR-AS1	0	0	3
RNU6-537P	0	0	0
ANGPTL7	0	0	0
RNU6-291P	0	0	0
RPL39P6	0	0	0
UBIAD1	1241	622	619
UBE2V2P3	1	0	1
AL031291.1	0	0	0
MTCYBP45	0	0	0
DISP3	0	0	0
AL590989.1	0	0	0
LINC01647	0	0	0
AL031731.1	0	0	0
FBXO2	285	159	157
FBXO44	590	285	336
FBXO6	659	335	324
MAD2L2	1857	915	942
DRAXIN	9	1	8
AGTRAP	2637	1331	1306
C1orf167	0	0	0
AL953897.1	0	0	0
MTHFR	129	64	67
CLCN6	69	34	39
RF02156	0	0	0
RF02157	0	0	0
NPPA	0	2	0
RF02158	0	0	0
NPPB	0	0	0
AL021155.1	0	0	0
AL021155.2	6	4	2
RNU5E-1	0	0	0
RNU5E-4P	3	1	2
KIAA2013	3730	1909	1821
PLOD1	199	97	102
MFN2	928	445	483
AL096840.1	0	0	0
MIIP	3292	1756	1536
MIR6729	0	0	0
RN7SL649P	0	0	0
TNFRSF8	1937	947	990
RNU6-777P	0	0	0
RPL23AP89	0	0	0
AL357835.1	2	2	0
MIR7846	0	0	0
TNFRSF1B	48354	24141	24213
MIR4632	0	0	0
RPL10P17	0	0	0
RF00156	0	0	0
VPS13D	762	406	356
SNORA59A	0	0	0
AC243836.1	0	0	0
DHRS3	40	25	15
RNU6ATAC18P	0	0	0
MIR6730	0	0	0
AC254633.1	0	0	0
AADACL4	0	0	0
AC244670.1	0	0	0
AADACL3	0	0	0
C1orf158	0	0	0
PRAMEF12	0	0	0
PRAMEF1	0	0	0
LINC01784	0	0	0
PRAMEF11	0	0	0
PRAMEF30P	0	0	0
HNRNPCL1	6	2	4
PRAMEF2	0	0	0
PRAMEF4	0	0	0
PRAMEF10	0	0	0
PRAMEF7	0	0	0
RNU6-1072P	0	0	0
PRAMEF29P	0	0	0
PRAMEF6	0	0	0
PRAMEF28P	0	0	0
PRAMEF27	0	0	0
HNRNPCL3	0	0	0
PRAMEF25	0	0	0
PRAMEF34P	0	0	0
PRAMEF35P	0	0	0
HNRNPCL2	0	0	0
PRAMEF36P	0	0	0
AC245056.1	0	0	0
PRAMEF26	0	0	0
HNRNPCL4	0	0	0
PRAMEF9	0	0	0
PRAMEF13	0	0	0
PRAMEF18	0	0	0
PRAMEF31P	0	0	0
PRAMEF5	0	0	0
PRAMEF32P	0	0	0
RNU6-771P	0	0	0
