N_unmapped	97818	97818	97818
N_multimapping	2032267	2032267	2032267
N_noFeature	3240647	15931522	16268998
N_ambiguous	2027145	581447	517264
DDX11L1	0	0	0
WASH7P	0	0	0
MIR6859-1	0	0	0
MIR1302-2HG	0	0	0
MIR1302-2	0	0	0
FAM138A	0	0	0
OR4G4P	0	0	0
OR4G11P	0	0	0
OR4F5	0	0	0
AL627309.1	1	1	0
AL627309.3	0	0	0
CICP27	0	0	0
AL627309.6	1	1	0
AL627309.7	0	0	0
AL627309.2	0	0	0
AL627309.5	0	0	0
RNU6-1100P	0	0	0
AL627309.4	0	0	0
FO538757.2	2	2	0
FO538757.1	6	3	3
MIR6859-2	0	0	0
AP006222.1	4	1	3
RPL23AP24	0	0	0
AL732372.1	0	0	0
AL732372.2	2	1	1
WBP1LP7	0	0	0
OR4F29	0	0	0
CICP7	0	0	0
AL732372.3	0	0	0
RF00026	1	0	1
AL669831.3	3	3	10
AC114498.1	0	0	0
MTND1P23	0	0	0
MTND2P28	116	90	26
MTCO1P12	17	8	12
MIR6723	0	1	0
MTCO2P12	9	10	1
MTATP8P1	0	0	0
MTATP6P1	1713	926	787
MTCO3P12	3	2	1
WBP1LP6	0	0	0
OR4F16	0	0	0
CICP3	0	0	0
AL669831.1	13	8	5
RNU6-1199P	0	0	0
AL669831.2	0	0	0
AL669831.5	18	9	10
AL669831.7	0	0	0
AL669831.4	38	28	25
FAM87B	22	12	33
LINC01128	235	122	133
LINC00115	47	35	35
FAM41C	0	0	0
TUBB8P11	0	0	0
AL669831.6	0	0	0
AL645608.6	1	1	0
AL645608.2	0	0	0
AL645608.4	0	0	0
LINC02593	0	0	0
SAMD11	0	78	44
NOC2L	1264	667	719
KLHL17	217	107	110
PLEKHN1	12	4	10
PERM1	5	3	4
AL645608.7	0	0	0
HES4	48	23	25
ISG15	7829	4197	3632
AL645608.3	0	0	0
AL645608.1	0	0	0
AGRN	8	5	3
AL645608.5	0	0	0
AL390719.1	136	71	83
AL645608.8	1	6	13
RNF223	0	0	0
C1orf159	101	40	61
AL390719.3	15	10	5
LINC01342	0	0	0
MIR200B	0	0	0
MIR200A	0	0	0
MIR429	0	0	0
AL390719.2	0	0	0
TTLL10-AS1	0	0	0
TTLL10	1	0	1
TNFRSF18	5505	2790	2715
TNFRSF4	3282	1387	1895
SDF4	2437	1140	1297
B3GALT6	41	23	18
C1QTNF12	0	0	0
AL162741.1	17	11	6
UBE2J2	1104	546	558
LINC01786	0	0	0
SCNN1D	13	7	6
ACAP3	102	96	77
MIR6726	0	0	0
PUSL1	148	166	138
INTS11	1936	971	1050
MIR6727	0	0	0
AL139287.1	0	0	0
CPTP	11	6	5
TAS1R3	0	0	0
DVL1	7	5	2
MIR6808	0	0	0
MXRA8	0	0	0
AURKAIP1	3744	1844	1900
NDUFB4P8	0	0	0
CCNL2	14963	7697	7266
AL391244.1	115	327	150
MRPL20	1896	1146	1112
RN7SL657P	0	0	0
AL391244.3	2	1	1
ANKRD65	0	0	0
AL391244.2	0	0	0
TMEM88B	0	0	0
LINC01770	0	0	0
VWA1	1	1	0
ATAD3C	16	9	7
ATAD3B	133	69	64
AL645728.2	1	1	0
ATAD3A	88	35	53
TMEM240	0	0	0
SSU72	7236	3662	3574
AL645728.1	140	66	74
AL691432.3	0	0	0
FNDC10	2	2	0
AL691432.2	178	98	89
MIB2	259	133	135
MMP23B	0	0	0
CDK11B	268	151	117
FO704657.1	0	5	9
SLC35E2B	163	113	64
AL691432.1	0	0	0
MMP23A	0	0	0
CDK11A	103	65	38
AL031282.2	27	18	17
AL031282.1	1	14	7
SLC35E2A	128	69	71
NADK	520	275	245
GNB1	2584	1289	1295
AL109917.1	12	7	5
CALML6	2	1	1
TMEM52	0	0	0
CFAP74	1	1	0
AL391845.2	0	0	0
GABRD	0	0	0
AL391845.1	0	0	0
PRKCZ	288	258	290
AL590822.2	1	27	21
PRKCZ-AS1	16	5	11
FAAP20	654	453	414
AL590822.1	0	0	0
SKI	65	33	32
MORN1	38	21	17
AL589739.1	0	0	0
AL513477.1	3	1	2
AL513477.2	0	0	0
RER1	4100	2131	2197
PEX10	110	163	175
PLCH2	16	6	10
AL139246.1	0	0	0
AL139246.4	0	0	0
PANK4	1046	533	513
HES5	0	0	0
AL139246.5	16	6	10
TNFRSF14-AS1	93	144	236
TNFRSF14	1928	1115	1100
AL139246.2	0	0	0
AL139246.3	101	43	58
PRXL2B	193	153	131
MMEL1	23	52	62
AL831784.1	0	0	0
TTC34	1	1	0
AC242022.2	0	0	0
AC242022.1	0	0	0
AL592464.2	0	0	0
AL592464.1	0	0	0
AL589702.1	0	0	0
ACTRT2	0	0	0
LINC00982	0	0	0
PRDM16	0	0	0
MIR4251	0	0	0
AL008733.1	0	0	0
AL512383.1	0	0	0
AL590438.1	0	0	0
ARHGEF16	0	0	0
AL512413.1	0	0	0
MEGF6	62	30	32
MIR551A	0	0	0
AL513320.1	0	0	0
TPRG1L	257	129	128
WRAP73	963	541	422
TP73	8	9	7
AL136528.1	0	0	0
AL136528.2	0	0	0
TP73-AS1	40	31	18
RF02197	0	0	0
CCDC27	0	0	1
SMIM1	1	1	0
LRRC47	452	241	253
RN7SL574P	0	0	0
AL365330.1	4	23	23
CEP104	1546	764	782
DFFB	137	67	70
C1orf174	686	329	357
LINC01134	1	0	1
LINC01346	1	0	1
LINC01345	0	0	0
AL805961.1	0	0	0
AL805961.2	0	0	0
