N_unmapped	66920	66920	66920
N_multimapping	2578154	2578154	2578154
N_noFeature	2469796	15654357	15944494
N_ambiguous	2102652	552786	500583
DDX11L1	0	0	0
WASH7P	2	2	0
MIR6859-1	0	0	0
MIR1302-2HG	0	0	0
MIR1302-2	0	0	0
FAM138A	0	0	0
OR4G4P	0	0	0
OR4G11P	0	0	0
OR4F5	0	0	0
AL627309.1	0	0	0
AL627309.3	0	0	0
CICP27	0	0	0
AL627309.6	5	1	4
AL627309.7	2	1	1
AL627309.2	0	0	0
AL627309.5	2	0	2
RNU6-1100P	0	0	0
AL627309.4	0	0	0
FO538757.2	0	0	0
FO538757.1	10	5	5
MIR6859-2	0	0	0
AP006222.1	2	1	1
RPL23AP24	0	0	0
AL732372.1	0	0	0
AL732372.2	1	1	0
WBP1LP7	0	0	0
OR4F29	0	0	0
CICP7	0	0	0
AL732372.3	0	0	0
RF00026	2	1	1
AL669831.3	2	3	13
AC114498.1	0	0	0
MTND1P23	3	3	0
MTND2P28	104	87	17
MTCO1P12	19	5	19
MIR6723	0	4	0
MTCO2P12	9	8	2
MTATP8P1	0	0	0
MTATP6P1	1188	644	544
MTCO3P12	1	1	0
WBP1LP6	0	0	0
OR4F16	0	0	0
CICP3	0	0	0
AL669831.1	18	13	5
RNU6-1199P	0	0	0
AL669831.2	0	0	0
AL669831.5	17	8	9
AL669831.7	0	0	0
AL669831.4	15	9	7
FAM87B	2	1	3
LINC01128	166	89	96
LINC00115	43	29	22
FAM41C	0	0	0
TUBB8P11	0	0	0
AL669831.6	0	0	0
AL645608.6	0	0	0
AL645608.2	0	0	0
AL645608.4	0	0	0
LINC02593	0	0	0
SAMD11	0	196	99
NOC2L	2797	1571	1521
KLHL17	603	288	315
PLEKHN1	326	168	169
PERM1	9	9	11
AL645608.7	0	0	0
HES4	19	7	12
ISG15	7733	4176	3557
AL645608.3	0	0	0
AL645608.1	14	7	7
AGRN	23	10	13
AL645608.5	0	0	0
AL390719.1	33	11	24
AL645608.8	1	3	0
RNF223	0	0	0
C1orf159	504	256	248
AL390719.3	0	0	0
LINC01342	0	0	0
MIR200B	0	0	0
MIR200A	0	0	0
MIR429	0	0	0
AL390719.2	0	0	0
TTLL10-AS1	0	0	0
TTLL10	0	0	0
TNFRSF18	14110	7013	7097
TNFRSF4	5415	2461	2954
SDF4	6394	3147	3247
B3GALT6	86	47	39
C1QTNF12	0	0	0
AL162741.1	9	3	6
UBE2J2	1270	631	639
LINC01786	0	0	0
SCNN1D	36	16	20
ACAP3	825	431	465
MIR6726	0	0	0
PUSL1	257	271	186
INTS11	2886	1462	1553
MIR6727	0	0	0
AL139287.1	5	5	0
CPTP	306	152	154
TAS1R3	0	0	0
DVL1	70	39	31
MIR6808	0	0	0
MXRA8	0	0	0
AURKAIP1	2014	978	1037
NDUFB4P8	1	1	0
CCNL2	7741	3930	3811
AL391244.1	383	383	236
MRPL20	1155	691	700
RN7SL657P	0	0	0
AL391244.3	0	0	0
ANKRD65	0	0	0
AL391244.2	0	0	0
TMEM88B	0	1	0
