N_unmapped	62374	62374	62374
N_multimapping	2252613	2252613	2252613
N_noFeature	1958588	17179412	17495510
N_ambiguous	2820793	762126	675884
DDX11L1	0	0	0
WASH7P	0	0	0
MIR6859-1	0	0	0
MIR1302-2HG	0	0	0
MIR1302-2	0	0	0
FAM138A	0	0	0
OR4G4P	0	0	0
OR4G11P	1	1	0
OR4F5	0	0	0
AL627309.1	0	0	0
AL627309.3	0	0	0
CICP27	0	0	0
AL627309.6	1	1	0
AL627309.7	5	0	5
AL627309.2	0	0	0
AL627309.5	0	0	0
RNU6-1100P	0	0	0
AL627309.4	0	0	0
FO538757.2	2	0	2
FO538757.1	6	4	2
MIR6859-2	0	0	0
AP006222.1	1	0	1
RPL23AP24	0	0	0
AL732372.1	0	0	0
AL732372.2	1	1	0
WBP1LP7	0	0	0
OR4F29	0	0	0
CICP7	0	0	0
AL732372.3	0	0	0
RF00026	1	0	1
AL669831.3	1	6	12
AC114498.1	0	0	0
MTND1P23	0	0	0
MTND2P28	989	849	140
MTCO1P12	15	9	7
MIR6723	0	0	0
MTCO2P12	3	1	2
MTATP8P1	0	0	0
MTATP6P1	1571	879	692
MTCO3P12	1	1	0
WBP1LP6	0	0	0
OR4F16	0	0	0
CICP3	0	0	0
AL669831.1	24	20	4
RNU6-1199P	0	0	0
AL669831.2	0	0	0
AL669831.5	20	16	4
AL669831.7	0	0	0
AL669831.4	34	12	33
FAM87B	25	14	22
LINC01128	274	138	168
LINC00115	59	31	44
FAM41C	0	0	0
TUBB8P11	1	0	1
AL669831.6	0	0	0
AL645608.6	0	0	0
AL645608.2	0	0	0
AL645608.4	0	0	0
LINC02593	0	0	0
SAMD11	3	252	129
NOC2L	3531	1861	2048
KLHL17	503	250	253
PLEKHN1	418	219	209
PERM1	15	13	12
AL645608.7	0	0	0
HES4	520	274	246
ISG15	3347	1759	1588
AL645608.3	0	0	0
AL645608.1	1	0	1
AGRN	13	6	7
AL645608.5	0	0	0
AL390719.1	76	42	42
AL645608.8	7	8	7
RNF223	0	0	0
C1orf159	772	396	376
AL390719.3	2	0	2
LINC01342	0	0	0
MIR200B	0	0	0
MIR200A	0	0	0
MIR429	0	0	0
AL390719.2	0	0	0
TTLL10-AS1	0	3	6
TTLL10	0	6	3
TNFRSF18	29149	14588	14561
TNFRSF4	15334	6925	8409
SDF4	10607	5183	5424
B3GALT6	1538	761	777
C1QTNF12	0	0	0
AL162741.1	7	4	3
UBE2J2	2035	1044	991
LINC01786	1	0	1
SCNN1D	71	22	49
ACAP3	596	414	342
MIR6726	0	0	0
PUSL1	544	499	424
INTS11	4467	2259	2427
MIR6727	0	0	0
AL139287.1	3	2	1
CPTP	763	380	383
TAS1R3	1	0	1
DVL1	107	55	52
MIR6808	0	0	0
MXRA8	0	0	0
AURKAIP1	4894	2314	2580
NDUFB4P8	0	0	0
CCNL2	6228	3192	3036
AL391244.1	1433	1115	838
MRPL20	2769	1688	1601
RN7SL657P	0	0	0
AL391244.3	0	0	0
ANKRD65	0	0	0
AL391244.2	0	0	0
